date,open,close,high,low,volume,code
2018-06-15,10077.43,9943.13,10108.53,9902.63,159964433.0,399001
2018-06-19,9775.97,9414.76,9815.01,9336.7,214212671.0,399001
2018-06-20,9367.74,9501.34,9549.53,9310.19,169974561.0,399001
2018-06-21,9493.5,9316.68,9573.49,9313.09,173337573.0,399001
2018-06-22,9247.02,9409.95,9416.09,9172.3,152509541.0,399001
2018-06-25,9472.91,9324.83,9494.44,9320.66,150021423.0,399001
2018-06-26,9201.0,9339.37,9364.51,9175.39,163332503.0,399001
2018-06-27,9338.01,9168.66,9378.08,9139.82,158240662.0,399001
2018-06-28,9130.52,9071.73,9230.89,9065.2,152800208.0,399001
2018-06-29,9100.6,9379.47,9381.03,9078.24,180437085.0,399001
2018-07-02,9369.24,9179.8,9393.1,9107.55,180839646.0,399001
2018-07-03,9184.31,9221.54,9233.02,8945.42,193249685.0,399001
2018-07-04,9182.96,9035.49,9200.27,9008.09,170891455.0,399001
2018-07-05,9036.12,8862.18,9096.54,8844.67,163346226.0,399001
2018-07-06,8873.9,8911.34,9035.45,8736.36,186062997.0,399001
2018-07-09,8954.31,9160.62,9160.62,8954.31,161689088.0,399001
2018-07-10,9176.29,9205.43,9213.87,9123.22,163300557.0,399001
2018-07-11,9024.72,9023.82,9092.88,8916.98,178766515.0,399001
2018-07-12,9019.96,9273.61,9312.38,9019.96,211251550.0,399001
2018-07-13,9288.47,9326.97,9344.65,9270.2,186432415.0,399001
2018-07-16,9322.97,9317.36,9366.21,9278.07,166706969.0,399001
2018-07-17,9307.66,9285.16,9307.66,9175.66,159232332.0,399001
2018-07-18,9293.2,9195.24,9335.09,9195.24,175256581.0,399001
2018-07-19,9214.9,9148.78,9266.93,9116.45,161620344.0,399001
2018-07-20,9141.51,9251.48,9277.95,9055.86,169930479.0,399001
2018-07-23,9188.47,9314.3,9314.3,9160.05,199809119.0,399001
2018-07-24,9316.65,9465.8,9491.24,9313.17,244672639.0,399001
2018-07-25,9475.72,9463.76,9514.94,9436.99,213146958.0,399001
2018-07-26,9467.56,9352.25,9488.39,9331.45,229138686.0,399001
2018-07-27,9344.75,9295.93,9363.17,9270.35,188934763.0,399001
2018-07-30,9289.36,9181.94,9309.44,9139.74,178357087.0,399001
2018-07-31,9168.83,9178.78,9216.73,9132.08,147991098.0,399001
2018-08-01,9205.75,9005.37,9235.74,9005.37,173264529.0,399001
2018-08-02,8971.71,8780.56,8971.71,8613.84,211111166.0,399001
2018-08-03,8767.56,8602.12,8807.95,8602.12,152843384.0,399001
2018-08-06,8582.43,8422.84,8638.37,8374.4,159152334.0,399001
2018-08-07,8453.55,8674.03,8674.03,8379.7,171924079.0,399001
2018-08-08,8654.55,8499.22,8665.39,8498.21,171693500.0,399001
2018-08-09,8475.79,8752.2,8797.58,8460.43,199857185.0,399001
2018-08-10,8752.94,8813.49,8839.29,8742.4,159645039.0,399001
2018-08-13,8712.12,8844.86,8855.62,8676.21,160953763.0,399001
2018-08-14,8832.27,8784.9,8843.57,8752.76,152129692.0,399001
2018-08-15,8786.35,8581.18,8786.35,8567.23,163432378.0,399001
2018-08-16,8470.91,8500.42,8628.91,8408.0,157105421.0,399001
2018-08-17,8573.57,8357.04,8597.79,8341.1,152746928.0,399001
2018-08-20,8355.0,8414.15,8414.15,8241.14,149839733.0,399001
2018-08-21,8419.79,8549.06,8561.79,8396.58,148513880.0,399001
2018-08-22,8533.43,8454.75,8533.43,8440.58,133426219.0,399001
2018-08-23,8446.98,8501.39,8543.42,8411.74,140125085.0,399001
2018-08-24,8480.22,8484.74,8544.25,8438.08,140519861.0,399001
2018-08-27,8511.37,8728.56,8728.56,8511.37,178436151.0,399001
2018-08-28,8731.64,8733.75,8758.71,8693.52,162576031.0,399001
2018-08-29,8716.82,8678.26,8724.81,8649.73,154352065.0,399001
2018-08-30,8666.9,8552.8,8701.04,8543.79,157376475.0,399001
2018-08-31,8509.27,8465.47,8536.06,8425.35,138909481.0,399001
2018-09-03,8440.95,8455.55,8459.95,8344.93,145309019.0,399001
2018-09-04,8454.14,8554.44,8573.2,8420.88,161407196.0,399001
2018-09-05,8519.57,8402.51,8536.84,8402.51,166313903.0,399001
2018-09-06,8369.3,8324.16,8450.89,8295.48,144449452.0,399001
2018-09-07,8344.57,8322.36,8462.39,8270.4,160347052.0,399001
2018-09-10,8310.46,8158.49,8311.92,8155.35,155414176.0,399001
2018-09-11,8155.95,8168.1,8216.62,8112.0,135954583.0,399001
2018-09-12,8162.17,8111.16,8196.86,8095.01,128076090.0,399001
2018-09-13,8196.21,8163.76,8227.2,8038.12,156021949.0,399001
2018-09-14,8173.56,8113.88,8180.7,8090.4,160010224.0,399001
2018-09-17,8068.06,7999.35,8074.79,7977.44,141937347.0,399001
2018-09-18,7970.45,8133.22,8133.9,7958.52,160542170.0,399001
2018-09-19,8111.24,8248.12,8313.62,8097.23,200529784.0,399001
2018-09-20,8241.7,8233.89,8295.13,8218.38,177806991.0,399001
2018-09-21,8258.02,8409.18,8419.47,8216.68,197594126.0,399001
2018-09-25,8336.75,8353.38,8390.65,8311.93,149970129.0,399001
2018-09-26,8369.52,8420.54,8485.68,8344.72,182897175.0,399001
2018-09-27,8411.18,8334.75,8434.87,8331.78,191355630.0,399001
2018-09-28,8351.63,8401.09,8405.98,8317.48,155515372.0,399001
2018-10-08,8225.84,8060.83,8249.39,8055.98,164590316.0,399001
2018-10-09,8083.23,8046.39,8132.15,8013.19,134621899.0,399001
2018-10-10,8062.46,8010.69,8090.22,7952.13,139300394.0,399001
2018-10-11,7753.03,7524.09,7803.29,7481.9,234967642.0,399001
2018-10-12,7484.86,7558.28,7595.93,7331.81,210084270.0,399001
2018-10-15,7571.71,7444.48,7622.03,7430.96,157507890.0,399001
2018-10-16,7444.94,7298.98,7493.15,7263.29,157665052.0,399001
2018-10-17,7390.69,7365.21,7419.21,7206.34,171300148.0,399001
2018-10-18,7309.0,7187.49,7316.19,7182.39,162453342.0,399001
2018-10-19,7097.04,7387.74,7390.92,7084.44,184794328.0,399001
2018-10-22,7464.92,7748.82,7816.82,7464.92,257882927.0,399001
2018-10-23,7752.18,7574.99,7769.52,7523.07,221267195.0,399001
2018-10-24,7531.6,7545.11,7653.24,7484.63,183170082.0,399001
2018-10-25,7334.52,7529.41,7543.11,7305.77,191703396.0,399001
2018-10-26,7582.77,7504.72,7621.38,7476.13,184356987.0,399001
2018-10-29,7449.64,7322.24,7450.38,7290.82,155114072.0,399001
2018-10-30,7271.96,7375.23,7451.66,7189.35,188857671.0,399001
2018-10-31,7385.98,7482.83,7526.6,7373.75,194478329.0,399001
2018-11-01,7568.2,7567.79,7689.57,7558.4,235785443.0,399001
2018-11-02,7763.49,7867.54,7867.54,7709.44,268299637.0,399001
2018-11-05,7831.82,7839.08,7895.54,7733.14,259786875.0,399001
2018-11-06,7807.09,7791.25,7807.09,7701.51,210422863.0,399001
2018-11-07,7783.13,7752.04,7871.17,7745.39,226640511.0,399001
2018-11-08,7813.63,7698.02,7823.6,7692.34,209202169.0,399001
2018-11-09,7650.17,7648.55,7705.26,7626.17,193795530.0,399001
2018-11-12,7634.82,7832.29,7832.82,7622.47,249652881.0,399001
2018-11-13,7733.11,7963.66,8008.11,7718.68,353815384.0,399001
2018-11-14,7942.08,7908.55,7990.45,7894.21,314971609.0,399001
2018-11-15,7889.92,8002.1,8002.1,7884.34,281944308.0,399001
2018-11-16,8003.47,8062.29,8116.73,7959.14,317727575.0,399001
2018-11-19,8050.55,8108.85,8108.85,8014.57,295374960.0,399001
2018-11-20,8031.36,7879.52,8054.24,7870.41,285221202.0,399001
2018-11-21,7786.78,7908.47,7919.07,7776.56,241088341.0,399001
2018-11-22,7929.79,7893.99,7950.97,7857.81,224810827.0,399001
2018-11-23,7882.85,7636.7,7889.13,7616.47,263332907.0,399001
2018-11-26,7627.4,7615.91,7682.2,7586.6,178770560.0,399001
2018-11-27,7657.8,7635.16,7682.76,7589.0,180528488.0,399001
2018-11-28,7633.37,7757.07,7757.07,7572.65,217484841.0,399001
2018-11-29,7800.57,7597.01,7820.45,7597.01,217859137.0,399001
2018-11-30,7583.84,7681.75,7688.88,7537.92,187016048.0,399001
2018-12-03,7901.83,7938.47,7968.09,7835.23,265804513.0,399001
2018-12-04,7916.55,7953.72,7954.31,7890.66,223747635.0,399001
2018-12-05,7825.12,7928.51,7972.98,7808.74,224383040.0,399001
2018-12-06,7854.59,7735.05,7872.45,7725.99,208415908.0,399001
2018-12-07,7741.73,7733.89,7765.14,7712.27,166896830.0,399001
2018-12-10,7663.26,7624.86,7698.53,7606.0,166805874.0,399001
