date,open,close,high,low,volume,code
2018-05-29,10446.99,10349.07,10517.14,10347.94,168436143.0,399001
2018-05-30,10203.66,10105.79,10252.15,10097.48,197606894.0,399001
2018-05-31,10178.96,10295.73,10295.73,10115.66,174687655.0,399001
2018-06-01,10247.16,10169.35,10280.74,10122.99,162718880.0,399001
2018-06-04,10192.04,10204.32,10237.6,10148.69,145772249.0,399001
2018-06-05,10216.63,10385.61,10385.61,10216.02,152789658.0,399001
2018-06-06,10375.26,10365.13,10403.93,10337.71,145456730.0,399001
2018-06-07,10397.65,10313.85,10411.56,10308.06,147571355.0,399001
2018-06-08,10290.63,10205.52,10291.9,10136.58,151727244.0,399001
2018-06-11,10191.31,10175.35,10242.76,10141.27,131225344.0,399001
2018-06-12,10187.31,10315.28,10323.0,10124.98,142568223.0,399001
2018-06-13,10280.08,10161.65,10288.0,10161.39,142851632.0,399001
2018-06-14,10124.76,10084.18,10213.79,10054.37,130720916.0,399001
